index_id,id,semantic,label,semantic_id
35,WBPhenotype:0000230,DISO,tail withered,1
36,ZP:0018604,DISO,"hindbrain lacks parts or has fewer parts of type Mauthner neuron, abnormal",1
37,HP:0011154,DISO,Focal autonomic seizure,1
38,ZFIN:ZDB-GENE-040718-488,ORTH,wipi2,5
39,MONARCH:APO_0000042APO_0000003,GENO,spore germination:decreased,4
40,ZP:0137231,DISO,"neuromuscular junction of skeletal muscle fiber CaP motoneuron increased width, abnormal",1
41,WBPhenotype:0002252,DISO,increased susceptibility to viral infection,1
42,ZP:0005769,DISO,"nucleus lens circular, abnormal",1
43,HP:0002162,DISO,Low posterior hairline,1
44,WBPhenotype:0000793,DISO,posterior body morphology variant,1
45,MP:0014145,DISO,increased white adipose tissue mass,1
46,ENSEMBL:ENSSSCG00000016923,ORTH,ACTBL2,5
47,ENSEMBL:ENSSSCG00000028007,ORTH,ENSEMBL:ENSSSCG00000028007,5
48,WormBase:WBGene00000103,ORTH,akt-2,5
49,ENSEMBL:ENSACAG00000007966,ORTH,ENSEMBL:ENSACAG00000007966,5
50,MP:0014143,DISO,decreased body fat mass,1
51,ZP:0001379,DISO,"motor neuron brain increased amount, abnormal",1
52,90,DRUG,adenosine,2
53,91,DRUG,adenosine triphosphate,2
54,ENSEMBL:ENSMMUG00000016001,ORTH,ENSEMBL:ENSMMUG00000016001,5
55,ENSEMBL:ENSOANG00000005189,ORTH,ENSEMBL:ENSOANG00000005189,5
56,MP:0004100,DISO,abnormal spinal cord interneuron morphology,1
57,ZP:0008031,DISO,"ventricular myocardium decreased occurrence cardiac chamber ballooning, abnormal",1
58,ZP:0012016,DISO,"autophagosome slow muscle cell increased amount, abnormal",1
59,114,DRUG,alfentanil,2
60,HP:0032210,DISO,Decreased circulating free T3,1
61,ENSEMBL:ENSPTRG00000023652,ORTH,ENSEMBL:ENSPTRG00000023652,5
62,WormBase:WBGene00008768,ORTH,CELE_F13G3.10,5
63,HGNC:5232,GENE,HSPA1A,3
64,RGD:621680,ORTH,Mipep,5
65,MP:0000788,DISO,abnormal cerebral cortex morphology,1
66,ENSEMBL:ENSFCAG00000003280,ORTH,ENSEMBL:ENSFCAG00000003280,5
67,ZFIN:ZDB-GENE-030131-2579,ORTH,kpnb1,5
68,MONARCH:APO_0000201APO_0000003,GENO,acid pH resistance:decreased,4
69,143,DRUG,alvimopan,2
70,WBPhenotype:0001871,DISO,drug induced life span variant,1
71,PomBase:SPAC1B3.07c,GENO,vps28,4
72,WormBase:WBGene00003079,ORTH,lsm-5,5
73,ENSEMBL:ENSCAFG00000019590,ORTH,ENSEMBL:ENSCAFG00000019590,5
74,RGD:1591723,ORTH,Haus3,5
75,WormBase:WBGene00004821,ORTH,skr-15,5
76,ENSEMBL:ENSECAG00000019742,ORTH,ENSEMBL:ENSECAG00000019742,5
77,FBcv:0002022,DISO,some die during second instar larval stage,1
78,MGI:108418,ORTH,Npy2r,5
79,MONARCH:APO_0000095APO_0000005,GENO,chemical compound accumulation:absent,4
80,MP:0001882,DISO,abnormal lactation,1
81,176,DRUG,amiodarone,2
82,ENSEMBL:ENSSSCG00000023204,ORTH,AXIN1,5
83,ENSEMBL:ENSOANG00000050784,ORTH,ENSEMBL:ENSOANG00000050784,5
84,ENSEMBL:ENSMMUG00000015773,ORTH,ENSEMBL:ENSMMUG00000015773,5
85,HP:0011808,DISO,Decreased patellar reflex,1
86,RGD:621567,ORTH,Atxn3,5
87,ZP:0008038,DISO,"Z disc cardiac muscle cell decreased size, abnormal",1
88,ZFIN:ZDB-GENE-060929-368,ORTH,cnot10,5
89,ZFIN:ZDB-GENE-111115-4,ORTH,npy2rl,5
90,ENSEMBL:ENSCAFG00000010822,ORTH,ENSEMBL:ENSCAFG00000010822,5
91,ZP:0006341,DISO,"pronephric duct decreased thickness, abnormal",1
92,HP:0002859,DISO,Rhabdomyosarcoma,1
93,186,DRUG,amodiaquine,2
94,ENSEMBL:ENSOANG00000005940,ORTH,ENSEMBL:ENSOANG00000005940,5
95,ENSEMBL:ENSCAFG00000001610,ORTH,VPS28,5
96,RGD:1305879,ORTH,Carm1,5
97,ENSEMBL:ENSRNOG00000030491,ORTH,A0A0G2JYY8,5
98,ENSEMBL:ENSSSCG00000006881,ORTH,A0A287B6Z9,5
99,MP:0004567,DISO,decreased myocardial fiber number,1
100,MP:0005265,DISO,abnormal blood urea nitrogen level,1
101,FlyBase:FBgn0034058,ORTH,Pex11ab,5
102,WormBase:WBGene00001232,ORTH,eif-3.I,5
103,220,DRUG,anileridine,2
104,ENSEMBL:ENSSSCG00000008274,ORTH,DCTN1,5
105,ENSEMBL:ENSPTRG00000047600,ORTH,ENSEMBL:ENSPTRG00000047600,5
106,WBPhenotype:0000121,DISO,translation variant,1
107,ENSEMBL:ENSBTAG00000001055,ORTH,ENSEMBL:ENSBTAG00000001055,5
108,ENSEMBL:ENSOANG00000011351,ORTH,ENSEMBL:ENSOANG00000011351,5
109,WBPhenotype:0000684,DISO,fewer germ cells,1
110,MONARCH:APO_0000089APO_0000003,GENO,budding index:decreased,4
111,MGI:104783,ORTH,Atxn1,5
112,PomBase:SPAC4D7.13,GENO,usp104,4
113,MP:0003959,DISO,abnormal lean body mass,1
114,ZP:0001270,DISO,"ventricular system dilated, abnormal",1
115,HP:0010844,DISO,EEG with multifocal slow activity,1
116,MGI:2442013,ORTH,C5ar2,5
117,MP:0008862,DISO,asymmetric snout,1
118,ENSEMBL:ENSBTAG00000015780,ORTH,ENSEMBL:ENSBTAG00000015780,5
119,MGI:98869,ORTH,Tuba1a,5
120,ENSEMBL:ENSMMUG00000051227,ORTH,ENSEMBL:ENSMMUG00000051227,5
121,249,DRUG,astemizole,2
122,RGD:1566014,ORTH,F8a1,5
123,MP:0013971,DISO,blood in lymph vessels,1
124,MONARCH:APO_0000255APO_0000248,GENO,cell cycle progression in G1 phase:increased duration,4
125,WormBase:WBGene00008453,ORTH,E02A10.3,5
126,HGNC:3236,GENE,EGFR,3
127,ENSEMBL:ENSSSCG00000017670,ORTH,ENSEMBL:ENSSSCG00000017670,5
128,SGD:S000000814,ORTH,PRE1,5
129,ZP:0000939,DISO,"swimming behavior disrupted, abnormal",1
130,ENSEMBL:ENSMMUG00000016009,ORTH,ENSEMBL:ENSMMUG00000016009,5
131,GO:0005829,PHYS,cytosol,6
132,FlyBase:FBgn0261403,ORTH,sxc,5
133,ZP:0100332,DISO,"sperm increased cellular motility, abnormal",1
134,RGD:2990,ORTH,Lamp2,5
135,Xenbase:XB-GENE-491581,ORTH,hnrnpl,5
136,MP:0012062,DISO,small tail bud,1
137,HP:0002098,DISO,Respiratory distress,1
138,MP:0009703,DISO,decreased birth body size,1
139,281,DRUG,bacitracin,2
140,ENSEMBL:ENSFCAG00000001874,ORTH,ENSEMBL:ENSFCAG00000001874,5
141,WBPhenotype:0001934,DISO,vulval muscle extension variant,1
142,WBPhenotype:0001181,DISO,accumulated somatic cell corpses,1
143,ENSEMBL:ENSPTRG00000000614,ORTH,ENSEMBL:ENSPTRG00000000614,5
144,MP:0009293,DISO,decreased inguinal fat pad weight,1
145,WBPhenotype:0000637,DISO,dauer formation variant,1
146,ENSEMBL:ENSOANG00000000711,ORTH,ENSEMBL:ENSOANG00000000711,5
147,ZP:0000655,DISO,"retina disorganized, abnormal",1
148,MP:0013615,DISO,increased volumetric bone mineral density,1
149,ZP:0004000,DISO,"retinal ganglion cell layer decayed, abnormal",1
150,ZFIN:ZDB-GENE-070912-106,ORTH,ftr30,5
151,ENSEMBL:ENSFCAG00000027866,ORTH,ENSEMBL:ENSFCAG00000027866,5
152,ENSEMBL:ENSECAG00000016231,ORTH,ENSEMBL:ENSECAG00000016231,5
153,RGD:1359219,ORTH,Cnot10,5
154,FlyBase:FBgn0033987,ORTH,ckn,5
155,ENSEMBL:ENSCAFG00000001886,ORTH,H9GW49,5
156,MGI:1339708,ORTH,Neurod1,5
157,ZP:0000338,DISO,"Wnt-activated signaling pathway involved in forebrain neuron fate commitment disrupted, abnormal",1
158,MP:0008329,DISO,decreased somatotroph cell number,1
159,ENSEMBL:ENSMMUG00000005224,ORTH,ENSEMBL:ENSMMUG00000005224,5
160,ENSEMBL:ENSPTRG00000022548,ORTH,ENSEMBL:ENSPTRG00000022548,5
161,HP:0000238,DISO,Hydrocephalus,1
162,Coriell:GM04847,GENO,NIGMS-GM04847,4
163,ENSEMBL:ENSMODG00000018083,ORTH,ENSEMBL:ENSMODG00000018083,5
164,MONARCH:APO_0000106APO_0000246,GENO,vegetative growth:increased rate,4
165,ZP:0019993,DISO,"ventral region whole organism increased distribution, abnormal",1
166,MP:0012360,DISO,abnormal large unstained cell number,1
167,MGI:892004,ORTH,H2-Bl,5
168,MGI:1891833,ORTH,Pfkp,5
169,HGNC:6752,GENE,M6PR,3
170,ENSEMBL:ENSPTRG00000003106,ORTH,ENSEMBL:ENSPTRG00000003106,5
171,MP:0005078,DISO,abnormal cytotoxic T cell physiology,1
172,MP:0003156,DISO,abnormal leukocyte migration,1
173,WBPhenotype:0002199,DISO,neuron calcium transient levels variant,1
174,ENSEMBL:ENSOANG00000048499,ORTH,ENSEMBL:ENSOANG00000048499,5
175,HP:0001007,DISO,Hirsutism,1
176,RGD:1310353,ORTH,Pex11b,5
177,MGI:109353,ORTH,Ufd1,5
178,ZP:0017218,DISO,"wound healing process quality, abnormal",1
179,ZP:0000138,DISO,"chondrocyte disorganized, abnormal",1
180,MP:0008040,DISO,decreased NK T cell number,1
181,ENSEMBL:ENSMMUG00000000252,ORTH,ENSEMBL:ENSMMUG00000000252,5
182,MGI:99484,ORTH,Chuk,5
183,HP:0008872,DISO,Feeding difficulties in infancy,1
184,WBPhenotype:0000415,DISO,necrotic cell death variant,1
185,FlyBase:FBgn0243512,ORTH,puc,5
186,MP:0000733,DISO,abnormal muscle development,1
187,ZP:0008523,DISO,"locomotory behavior process quality, abnormal",1
188,ENSEMBL:ENSECAG00000009071,ORTH,ENSEMBL:ENSECAG00000009071,5
189,ZFIN:ZDB-GENE-031113-1,ORTH,aclya,5
190,WBPhenotype:0001886,DISO,cleavage furrow termination defective early emb,1
191,RGD:1359391,ORTH,Ficd,5
192,FBcv:0002023,DISO,some die during larval stage,1
193,391,DRUG,bortezomib,2
194,MP:0020080,DISO,increased bone mineralization,1
195,ZP:0018479,DISO,"spinal cord decreased process quality motor neuron axon guidance, abnormal",1
196,WBPhenotype:0002460,DISO,no induction of antimicrobial peptide expression after infection,1
197,dictyBase:DDB_G0281889,GENO,DDB0204271,4
198,ENSEMBL:ENSSSCG00000001884,ORTH,COMMD4,5
199,ZFIN:ZDB-GENE-081107-14,ORTH,znf451,5
200,RGD:1566323,ORTH,Fan1,5
201,Xenbase:XB-GENE-5961407,ORTH,mr1-like,5
202,ZP:0002185,DISO,"neuron projection development disrupted, abnormal",1
203,HGNC:1867,GENE,CETN2,3
204,ENSEMBL:ENSECAG00000041828,ORTH,ENSEMBL:ENSECAG00000041828,5
205,MP:0013918,DISO,abnormal endolymphatic sac topology,1
206,dictyBase:DDB_G0268778,GENO,DDB0220639,4
207,MGI:1351338,ORTH,Grm1,5
208,WBPhenotype:0001981,DISO,germ cell compartment expansion absent,1
209,ENSEMBL:ENSACAG00000014691,ORTH,ENSEMBL:ENSACAG00000014691,5
210,MP:0001674,DISO,abnormal germ layer development,1
211,ZP:0104395,DISO,"caudal artery decreased distribution, abnormal",1
212,MP:0010506,DISO,prolonged RR interval,1
213,ENSEMBL:ENSACAG00000002265,ORTH,ENSEMBL:ENSACAG00000002265,5
214,HP:0000348,DISO,High forehead,1
215,PomBase:SPBC14C8.12,GENO,rpb8,4
216,ENSEMBL:ENSFCAG00000005451,ORTH,ENSEMBL:ENSFCAG00000005451,5
217,ENSEMBL:ENSFCAG00000025054,ORTH,ENSEMBL:ENSFCAG00000025054,5
218,WBPhenotype:0002567,DISO,long-term associative olfactory memory defective,1
219,434,DRUG,buprenorphine,2
220,ENSEMBL:ENSBTAG00000046633,ORTH,A0A3Q1MM35,5
221,FlyBase:FBgn0032171,ORTH,Dmel\CG5846,5
222,HP:0000902,DISO,Rib fusion,1
223,MONARCH:APO_0000309APO_0000005,GENO,respiratory growth:absent,4
224,ENSEMBL:ENSECAG00000014412,ORTH,ENSEMBL:ENSECAG00000014412,5
225,ZFIN:ZDB-GENE-050419-112,ORTH,map3k10,5
226,ZP:0000136,DISO,"ceratobranchial cartilage decreased size, abnormal",1
227,ENSEMBL:ENSFCAG00000028355,ORTH,ENSEMBL:ENSFCAG00000028355,5
228,SGD:S000003478,ORTH,BRF1,5
229,ZP:0003476,DISO,"heart primordium decreased size, abnormal",1
230,WBPhenotype:0001282,DISO,mitochondrial metabolism variant,1
231,454,DRUG,butorphanol,2
232,Coriell:GM04831,GENO,NIGMS-GM04831,4
233,MP:0000846,DISO,abnormal medulla oblongata morphology,1
234,Coriell:GM04877,GENO,NIGMS-GM04877,4
235,ENSEMBL:ENSMODG00000010301,ORTH,ENSEMBL:ENSMODG00000010301,5
236,MP:0013307,DISO,increased adrenal gland weight,1
237,MP:0030957,DISO,abnormal myotube morphology,1
238,MP:0011673,DISO,unbalanced complete common atrioventricular canal,1
239,HP:0012433,DISO,Abnormal social behavior,1
240,Coriell:GM00305,GENO,NIGMS-GM00305,4
241,MONARCH:APO_0000307APO_0000003,GENO,anaerobic growth:decreased,4
242,475,DRUG,candesartan cilexetil,2
243,HP:0012020,DISO,Right aortic arch,1
244,MGI:3702087,ORTH,Rnaset2b,5
245,MP:0000259,DISO,abnormal vascular development,1
246,PomBase:SPBC582.07c,GENO,rpn7,4
247,ENSEMBL:ENSCAFG00000047620,ORTH,A0A5F4CGE3,5
248,MP:0008916,DISO,abnormal astrocyte physiology,1
249,ENSEMBL:ENSCAFG00000047070,ORTH,A0A5F4CHC8,5
250,ENSEMBL:ENSFCAG00000037021,ORTH,ENSEMBL:ENSFCAG00000037021,5
251,UBERON:0000966,ANAT,retina,0
252,RGD:1309441,ORTH,Lsm12,5
253,MGI:96247,ORTH,Hsp90ab1,5
254,HP:0001679,DISO,Abnormal aortic morphology,1
255,HGNC:14339,GENE,PLEKHA4,3
256,ENSEMBL:ENSCAFG00000010878,ORTH,TCERG1L,5
257,Xenbase:XB-GENE-5861673,ORTH,h2ac17,5
258,WormBase:WBGene00004464,ORTH,rpn-8,5
259,FlyBase:FBgn0031090,ORTH,Rab35,5
260,ENSEMBL:ENSCAFG00000024643,ORTH,J9PAV3,5
261,511,DRUG,carmofur,2
262,MP:0004073,DISO,caudal body truncation,1
263,SGD:S000003210,ORTH,KAP114,5
264,WBPhenotype:0002288,DISO,tail bend angle variant,1
265,522,DRUG,carvedilol,2
266,MP:0006379,DISO,abnormal spermatocyte morphology,1
267,RGD:1308207,ORTH,Dnajb6,5
268,ENSEMBL:ENSECAG00000029531,ORTH,ENSEMBL:ENSECAG00000029531,5
269,MP:0004103,DISO,abnormal ventral striatum morphology,1
270,MP:0001384,DISO,abnormal pup retrieval,1
271,EnsemblGenome:BAA16020,ORTH,EnsemblGenome:BAA16020,5
272,HP:0001667,DISO,Right ventricular hypertrophy,1
273,MGI:5286128,ORTH,Tg(Prnp-HTT*82Q/KRT14-EGFP)C63Dbo [Not Specified],5
274,ENSEMBL:ENSSSCG00000013332,ORTH,ENSEMBL:ENSSSCG00000013332,5
275,ENSEMBL:ENSXETG00000030031,ORTH,ENSEMBL:ENSXETG00000030031,5
276,WBPhenotype:0002009,DISO,proteasome core activity variant,1
277,ZP:0008037,DISO,"nucleus slow muscle cell circular, abnormal",1
278,FBcv:0000418,DISO,flightless,1
279,ENSEMBL:ENSFCAG00000001289,ORTH,ENSEMBL:ENSFCAG00000001289,5
280,MP:0009747,DISO,impaired behavioral response to xenobiotic,1
281,RGD:3375,ORTH,Ppp1ca,5
282,SGD:S000001618,ORTH,APL2,5
283,ENSEMBL:ENSPTRG00000003073,ORTH,ENSEMBL:ENSPTRG00000003073,5
284,MP:0005136,DISO,decreased growth hormone level,1
285,RGD:628886,ORTH,Optn,5
286,WBPhenotype:0002259,DISO,dendritic termini number reduced,1
287,MP:0008470,DISO,abnormal spleen B cell follicle morphology,1
288,PomBase:SPAC607.05,GENO,rpn9,4
289,MONARCH:APO_0000127APO_0000003,GENO,nuclear export:decreased,4
290,WBPhenotype:0000050,DISO,embryonic lethal,1
291,575,DRUG,cefapirin,2
292,FBcv:0000006,DISO,male semi-fertile,1
293,WBPhenotype:0001226,DISO,commissure variant,1
294,578,DRUG,cerulenin,2
295,ENSEMBL:ENSPTRG00000004577,ORTH,ENSEMBL:ENSPTRG00000004577,5
296,MP:0005469,DISO,abnormal thyroxine level,1
297,WormBase:WBGene00004882,ORTH,smg-4,5
298,ENSEMBL:ENSSSCG00000005641,ORTH,DNM1,5
299,ZP:0000413,DISO,"ventricular system increased size, abnormal",1
300,WormBase:WBGene00016374,ORTH,swd-2.2,5
301,MP:0002798,DISO,abnormal active avoidance behavior,1
302,HP:0002813,DISO,Abnormality of limb bone morphology,1
303,ENSEMBL:ENSCAFG00000045102,ORTH,A0A5F4DIN2,5
304,MP:0009375,DISO,thin zona pellucida,1
305,Xenbase:XB-GENE-984047,ORTH,cltc,5
306,MP:0014171,DISO,increased fatty acid oxidation,1
307,MP:0000458,DISO,abnormal mandible morphology,1
308,SGD:S000000174,ORTH,ATG8,5
309,607,DRUG,chloroquine,2
310,RGD:1305288,ORTH,Haus4,5
311,ENSEMBL:ENSMMUG00000019679,ORTH,ENSEMBL:ENSMMUG00000019679,5
312,MGI:5432149,ORTH,Tg(YAC128)#Hay,5
313,621,DRUG,chlorpromazine,2
314,ENSEMBL:ENSGALG00000048749,ORTH,A0A1D5PT69,5
315,ENSEMBL:ENSFCAG00000003348,ORTH,ENSEMBL:ENSFCAG00000003348,5
316,dbSNP:rs112683178,GENO,rs112683178-A,4
317,HP:0001798,DISO,Anonychia,1
318,ZFIN:ZDB-GENE-030131-4214,ORTH,mbd1a,5
319,ENSEMBL:ENSECAG00000034395,ORTH,ENSEMBL:ENSECAG00000034395,5
320,Xenbase:XB-GENE-1005352,ORTH,gatd1,5
321,ENSEMBL:ENSECAG00000026833,ORTH,ENSEMBL:ENSECAG00000026833,5
322,ZP:0103715,DISO,"brain decreased process quality cell population proliferation, abnormal",1
323,MP:0005090,DISO,increased double-negative T cell number,1
324,ZP:0003998,DISO,"cerebellum disorganized, abnormal",1
325,MP:0005478,DISO,decreased circulating thyroxine level,1
326,HP:0000118,DISO,human phenotypic abnormality,1
327,ENSEMBL:ENSPTRG00000007314,ORTH,ENSEMBL:ENSPTRG00000007314,5
328,ENSEMBL:ENSMODG00000011382,ORTH,ENSEMBL:ENSMODG00000011382,5
329,ENSEMBL:ENSXETG00000034056,ORTH,thumpd2,5
330,ENSEMBL:ENSMMUG00000001508,ORTH,ENSEMBL:ENSMMUG00000001508,5
331,MP:0008657,DISO,increased interleukin-1 beta secretion,1
332,MP:0010378,DISO,increased respiratory quotient,1
333,654,DRUG,cinnarizine,2
334,FlyBase:FBgn0039044,ORTH,p53,5
335,PomBase:SPAC688.11,GENO,end4,4
336,ENSEMBL:ENSFCAG00000011298,ORTH,ENSEMBL:ENSFCAG00000011298,5
337,HP:0001357,DISO,Plagiocephaly,1
338,ZP:0002293,DISO,"fin malformed, abnormal",1
339,ZP:0001576,DISO,"primordial germ cell mislocalised, abnormal",1
340,ZP:0020493,DISO,"Meckel's cartilage decreased amount, abnormal",1
341,MONDO:0002009,DISO,major depressive disorder,1
342,ENSEMBL:ENSECAG00000009721,ORTH,ENSEMBL:ENSECAG00000009721,5
343,MP:0001391,DISO,abnormal tail movements,1
344,681,DRUG,clioquinol,2
345,ENSEMBL:ENSGALG00000003475,ORTH,ENSEMBL:ENSGALG00000003475,5
346,ENSEMBL:ENSMMUG00000001723,ORTH,ENSEMBL:ENSMMUG00000001723,5
347,WBPhenotype:0000628,DISO,spindle assembly defective early emb,1
348,ENSEMBL:ENSACAG00000007305,ORTH,ENSEMBL:ENSACAG00000007305,5
349,ZP:0100535,DISO,"motor neuron facial nerve motor nucleus increased amount, abnormal",1
350,700,DRUG,clomifene,2
351,dictyBase:DDB_G0280017,GENO,DDB0218210,4
352,ENSEMBL:ENSECAG00000001400,ORTH,ENSEMBL:ENSECAG00000001400,5
353,MP:0001200,DISO,thick skin,1
354,ZP:0004641,DISO,"embryonic camera-type eye development disrupted, abnormal",1
355,Coriell:GM06651,GENO,NIGMS-GM06651,4
356,ENSEMBL:ENSFCAG00000030845,ORTH,ENSEMBL:ENSFCAG00000030845,5
357,MP:0010897,DISO,abnormal bronchiole epithelium morphology,1
358,MP:0000438,DISO,abnormal cranium morphology,1
359,FlyBase:FBgn0264922,ORTH,smt3,5
360,HP:0100022,DISO,Abnormality of movement,1
361,ENSEMBL:ENSOANG00000038796,ORTH,ENSEMBL:ENSOANG00000038796,5
362,ENSEMBL:ENSSSCG00000000502,ORTH,CNOT2,5
363,719,DRUG,clotrimazole,2
364,MGI:95697,ORTH,Gfap,5
365,722,DRUG,clozapine,2
366,ENSEMBL:ENSACAG00000022234,ORTH,ENSEMBL:ENSACAG00000022234,5
367,725,DRUG,codeine,2
368,726,DRUG,colchicine,2
369,ENSEMBL:ENSBTAG00000036009,ORTH,ENSEMBL:ENSBTAG00000036009,5
370,ZP:0003481,DISO,"whole organism lacks parts or has fewer parts of type pharyngeal arch, abnormal",1
371,MP:0001179,DISO,thick pulmonary interalveolar septum,1
372,ZP:0008449,DISO,"stereocilium bundle hair cell decreased width, abnormal",1
373,Coriell:GM04807,GENO,NIGMS-GM04807,4
374,MP:0030998,DISO,small pacinian corpuscles,1
375,ENSEMBL:ENSBTAG00000017894,ORTH,ENSEMBL:ENSBTAG00000017894,5
376,ZP:0001460,DISO,"notochord deformed, abnormal",1
377,WBPhenotype:0001893,DISO,mitochondrial membrane potential reduced,1
378,WBPhenotype:0001375,DISO,transgene expression undetectable,1
379,ZP:0000538,DISO,"cardiac muscle cell atrial myocardium increased amount, abnormal",1
380,MONARCH:APO_0000209APO_0000248,GENO,protein/peptide distribution:increased duration,4
381,HP:0005110,DISO,Atrial fibrillation,1
382,MONARCH:APO_0000224APO_0000005,GENO,RNA accumulation:absent,4
383,WBPhenotype:0002382,DISO,resistant to bioactive compound,1
384,ZP:0011507,DISO,"optic tectum increased occurrence apoptotic process, abnormal",1
385,ENSEMBL:ENSOANG00000007125,ORTH,ENSEMBL:ENSOANG00000007125,5
386,RGD:1564760,ORTH,Hmg20a,5
387,ENSEMBL:ENSOANG00000008715,ORTH,ENSEMBL:ENSOANG00000008715,5
388,ENSEMBL:ENSACAG00000002692,ORTH,ENSEMBL:ENSACAG00000002692,5
389,FlyBase:FBgn0034923,ORTH,Upf3,5
390,ENSEMBL:ENSPTRG00000012258,ORTH,ENSEMBL:ENSPTRG00000012258,5
391,ENSEMBL:ENSSSCG00000008412,ORTH,PSME4,5
392,Xenbase:XB-GENE-963757,ORTH,neurod1,5
393,ZP:0000411,DISO,"swim bladder aplastic, abnormal",1
394,ZP:0003115,DISO,"intermediate cell mass of mesoderm increased size, abnormal",1
395,759,DRUG,cycloserine,2
396,766,DRUG,cyproterone acetate,2
397,HP:0012727,DISO,Thoracic aortic aneurysm,1
398,HP:0002999,DISO,Patellar dislocation,1
399,774,DRUG,dactinomycin,2
400,ENSEMBL:ENSSSCG00000038558,ORTH,ENSEMBL:ENSSSCG00000038558,5
401,779,DRUG,danazol,2
402,EnsemblGenome:BAE78321,ORTH,EnsemblGenome:BAE78321,5
403,ENSEMBL:ENSSSCG00000007425,ORTH,ENSEMBL:ENSSSCG00000007425,5
404,785,DRUG,dasatinib,2
405,Xenbase:XB-GENE-974377,ORTH,eif3i,5
406,ZFIN:ZDB-GENE-040718-114,ORTH,med31,5
407,FlyBase:FBgn0039373,ORTH,BcDNA:AT16150,5
408,HP:0000483,DISO,Astigmatism,1
409,ENSEMBL:ENSACAG00000023667,ORTH,ENSEMBL:ENSACAG00000023667,5
410,ZP:0005511,DISO,"canonical Wnt signaling pathway decreased process quality, abnormal",1
411,HP:0100660,DISO,Dyskinesia,1
412,WBPhenotype:0001861,DISO,environmental stimuli induced gene expression variant,1
413,dictyBase:DDB_G0287981,GENO,DDB0187718,4
414,MP:0010068,DISO,decreased red blood cell distribution width,1
415,WBPhenotype:0001948,DISO,diakinesis progression during oogenesis variant,1
416,ZP:0007797,DISO,"swimming decreased occurrence, abnormal",1
417,MP:0008866,DISO,chromosomal instability,1
418,HP:0000649,DISO,Abnormality of visual evoked potentials,1
419,dictyBase:DDB_G0278717,GENO,rsmG,4
420,MP:0001026,DISO,abnormal adrenergic neuron morphology,1
421,MP:0013523,DISO,increased memory-marker CD4-positive NK T cell number,1
422,ENSEMBL:ENSFCAG00000000686,ORTH,ENSEMBL:ENSFCAG00000000686,5
423,WormBase:WBGene00003599,ORTH,nhl-3,5
424,HP:0000733,DISO,Stereotypy,1
425,MP:0011704,DISO,decreased fibroblast proliferation,1
426,EFO:0004784,GENO,self reported educational attainment,4
427,ENSEMBL:ENSXETG00000035922,ORTH,ENSEMBL:ENSXETG00000035922,5
428,ZP:0005773,DISO,"cell division rate, abnormal",1
429,MP:0004572,DISO,fusion of basioccipital and basisphenoid bone,1
430,MP:0005029,DISO,abnormal amnion morphology,1
